City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
81,Provideniya,RU,21.2,clear sky,64.38,-173.3,
82,Cabo San Lucas,MX,89.01,scattered clouds,22.89,-109.91,Hotel Tesoro Los Cabos
83,Hermanus,ZA,64.0,few clouds,-34.42,19.23,Misty Waves Boutique Hotel
84,Necochea,AR,64.99,scattered clouds,-38.55,-58.74,dyd -mar Hotel
85,Jamestown,US,35.01,fog,42.1,-79.24,Hampton Inn & Suites Jamestown
86,Mandera,KE,80.71,scattered clouds,3.94,41.87,Kornesh Hotel and Lodging
87,Bud,US,39.2,broken clouds,39.45,-86.18,
88,Mount Gambier,AU,60.8,broken clouds,-37.83,140.77,Commodore on the Park
89,Sao Joao Da Barra,BR,71.6,broken clouds,-21.64,-41.05,Pousada Porto De Canoas
90,Egvekinot,RU,11.37,scattered clouds,66.32,-179.17,
91,Chapais,CA,32.0,light snow,49.78,-74.85,Hôtel Opémiska
92,Neiafu,TO,80.6,broken clouds,-18.65,-173.98,Mystic Sands
93,Avarua,CK,78.8,light rain,-21.21,-159.78,Paradise Inn
94,Saint-Nazaire,FR,62.6,overcast clouds,47.28,-2.2,Hôtel Restaurant le Berry
95,Grand Gaube,MU,68.0,broken clouds,-20.01,57.66,Veranda Paul et Virginie Hotel & Spa
96,Nardaran,AZ,57.2,fog,40.56,50.01,Bilgah Beach Hotel
97,Komsomolskiy,UZ,46.4,overcast clouds,40.43,71.72,Ikathouse
98,Thompson,CA,24.8,broken clouds,55.74,-97.86,Burntwood Hotel
99,Tarakan,ID,77.07,moderate rain,3.3,117.63,RedDoorz Syariah near Taman Berlabuh Tarakan
100,Lieto,FI,48.2,overcast clouds,60.51,22.46,Better
101,Sibolga,ID,75.67,moderate rain,1.74,98.78,Hotel Syariah CN Darussalam
102,Carnarvon,AU,68.0,scattered clouds,-24.87,113.63,Hospitality Carnarvon
103,Albany,US,46.99,heavy intensity rain,42.6,-73.97,
104,Poya,NC,84.15,scattered clouds,-21.35,165.15,
105,Kaitangata,NZ,53.01,broken clouds,-46.28,169.85,Kaitangata Motor Camp
106,East London,ZA,65.43,light rain,-33.02,27.91,Tu Casa
107,Kasamwa,TZ,68.95,overcast clouds,-2.85,32.43,
108,Chicama,PE,64.92,overcast clouds,-7.84,-79.15,Hospedaje Punta Cana PERU
109,Hambantota,LK,77.0,scattered clouds,6.12,81.12,Bungalow 63
110,Khorixas,,71.82,scattered clouds,-20.37,14.97,Khorixas Lodge
111,Dolores,AR,56.07,few clouds,-36.31,-57.68,Apart Hotel - Arianos
112,Makakilo City,US,84.2,overcast clouds,21.35,-158.09,Marriott's Ko Olina Beach Club
113,Moerai,PF,76.64,light rain,-22.43,-151.33,Le Manotel
114,Wendo,ET,57.02,broken clouds,6.6,38.42,Bekure tseon hotal
115,Iqaluit,CA,12.2,light snow,63.75,-68.51,Frobisher Inn
116,Yellowknife,CA,16.0,light snow,62.46,-114.35,The Explorer Hotel
117,Aripuana,BR,72.82,overcast clouds,-9.17,-60.63,
118,Saint-Augustin,CA,36.66,overcast clouds,51.23,-58.65,
119,Tuatapere,NZ,53.01,scattered clouds,-46.13,167.68,Ron and Tony's Bed & Breakfast
120,Luba,GQ,77.0,few clouds,3.46,8.55,
121,Narsaq,GL,21.2,clear sky,60.92,-46.05,Hotel Narsaq
122,Beringovskiy,RU,24.39,overcast clouds,63.05,179.32,Beringgorski
123,Westport,US,54.0,moderate rain,41.14,-73.36,The Westport Inn
124,Sfantu Gheorghe,RO,35.01,clear sky,45.87,25.78,Hotel Park Sfantu Gheorghe
125,Coihaique,CL,73.4,clear sky,-45.58,-72.07,Diego De Almagro Coyhaique
126,Wilmington,US,68.0,clear sky,34.23,-77.94,"Hotel Ballast Wilmington, Tapestry Collection by Hilton"
127,Severo-Kurilsk,RU,42.73,clear sky,50.68,156.12,Kak Doma
128,Ballina,AU,73.99,scattered clouds,-28.87,153.57,Ramada Hotel & Suites by Wyndham Ballina Byron
129,Rio Cuarto,AR,75.2,clear sky,-33.13,-64.35,Hotel Menossi
130,Yueyang,CN,57.94,overcast clouds,29.33,113.09,Delong Fortune Hotel
131,Ola,RU,29.82,overcast clouds,59.58,151.28,
132,Puerto Del Rosario,ES,69.8,few clouds,28.5,-13.86,Hotel JM Puerto del Rosario
133,Haines Junction,CA,14.0,overcast clouds,60.75,-137.51,Parkside Inn
134,Port Blair,IN,79.63,scattered clouds,11.67,92.75,Fortune Resort Bay Island
135,Imbituba,BR,66.2,few clouds,-28.24,-48.67,Praia Hotel Imbituba
136,Aloleng,PH,80.49,overcast clouds,16.13,119.78,Agno Umbrella Rocks
137,Cap Malheureux,MU,68.0,broken clouds,-19.98,57.61,Pereybere Hotel & Spa
138,Tolaga Bay,NZ,65.64,overcast clouds,-38.37,178.3,Tolaga Bay Motel
139,Nsoko,SZ,63.05,light rain,-27.03,31.95,KaMsholo Bushveld Safaris
140,Arlit,NE,74.68,broken clouds,18.74,7.39,Hôtel Telwa Bungalow
141,Mar Del Plata,AR,61.0,clear sky,-38.0,-57.56,Gran Hotel Mar del Plata habitaciones
142,Yulara,AU,78.8,scattered clouds,-25.24,130.99,Desert Gardens Hotel - Ayers Rock Resort
143,Brae,GB,50.0,moderate rain,60.4,-1.35,Busta House Hotel
144,San Jose,US,84.0,haze,37.34,-121.89,The Westin San Jose
145,Labuhan,ID,78.37,moderate rain,-6.88,112.21,bador sepret
146,Barrow,US,28.4,mist,71.29,-156.79,King Eider Inn
147,Longyearbyen,SJ,33.8,clear sky,78.22,15.64,"Radisson Blu Polar Hotel, Spitsbergen"
148,Burnie,AU,59.0,overcast clouds,-41.07,145.92,Beachfront Voyager Motor Inn
149,Pangnirtung,CA,17.6,light shower snow,66.15,-65.71,Kilabuk Lodge
150,Puerto Ayora,EC,77.0,scattered clouds,-0.74,-90.35,Finch Bay Galapagos Hotel
151,Tuktoyaktuk,CA,12.2,light snow,69.45,-133.04,End of The Road Ltd.
152,Bairiki,KI,86.0,scattered clouds,1.33,172.98,Tarawa Boutique Hotel
153,Deputatskiy,RU,-15.83,broken clouds,69.3,139.9,Baza Otdykha
154,Alofi,NU,78.8,broken clouds,-19.06,-169.92,Taloa Heights
155,Sakata,JP,53.6,light intensity shower rain,38.92,139.85,Hotel Rich & Garden Sakata
156,Granadilla De Abona,ES,77.0,clear sky,28.12,-16.58,Hotel Rural Senderos De Abona
157,Ponta Delgada,PT,62.6,light intensity shower rain,37.73,-25.67,Vila Nova Hotel
158,Niimi,JP,60.8,mist,34.98,133.47,備中路
159,Isangel,VU,80.6,broken clouds,-19.55,169.27,Volcano Sea View Tree House
160,Pevek,RU,15.64,overcast clouds,69.7,170.31,Severnoye Zoloto
161,Prabumulih,ID,73.76,moderate rain,-3.45,104.25,OYO 2722 Lemon Residence Prabumulih
162,Coahuayana,MX,85.89,clear sky,18.73,-103.68,Hotel Los Arcos
163,Muncar,ID,77.13,overcast clouds,-8.43,114.33,Zaky Homestay
164,Frunze,UA,53.01,overcast clouds,48.67,38.75,
165,San Cristobal,VE,82.4,scattered clouds,7.77,-72.22,Pirineos
166,Pemangkat,ID,79.47,overcast clouds,1.17,108.97,Kost H.Syamsuddin
167,Saint George,US,81.0,clear sky,37.1,-113.58,Best Western Plus Abbey Inn
168,Jalu,LY,65.35,clear sky,29.03,21.55,Jalu Hotel
169,Vila Velha,BR,73.4,broken clouds,-20.33,-40.29,Hotel Vitória Palace
170,Adrar,MR,79.9,overcast clouds,20.5,-10.07,
171,Kirakira,SB,85.87,light rain,-10.45,161.92,SanBiz Lodge
172,Derzhavinsk,KZ,35.92,overcast clouds,51.1,66.32,Ooo.khim Baza
173,Xining,CN,29.68,few clouds,36.62,101.77,Super Leisure Hotel
174,Galveston,US,75.2,clear sky,29.37,-94.97,Comfort Inn & Suites Texas City
175,Shahreza,IR,42.87,clear sky,32.03,51.88,خوابگاه
176,Minot,US,53.6,clear sky,48.23,-101.3,Noble Inn
177,Turukhansk,RU,20.8,light snow,65.82,87.98,"ООО ""Туруханская пушнина"""
178,Aklavik,CA,10.4,overcast clouds,68.22,-135.01,Aklavik Inn
179,Fortuna,US,66.99,clear sky,40.6,-124.16,Super 8 by Wyndham Fortuna
180,Lompoc,US,79.0,clear sky,34.64,-120.46,Holiday Inn Express Lompoc
181,Saint Anthony,US,37.4,clear sky,45.02,-93.22,Holiday Inn Express Roseville-St. Paul
182,Churapcha,RU,-18.65,clear sky,62.0,132.43,
183,Tessalit,ML,75.52,scattered clouds,20.2,1.01,
184,Chengalpattu,IN,78.8,mist,12.7,79.98,Fairfield by Marriott Chennai Mahindra World City
185,Verkh-Suetka,RU,36.52,overcast clouds,53.3,80.05,
186,Verdun,FR,64.0,overcast clouds,49.25,5.33,Logis Hôtel-Restaurant Le Relais
187,Saint-Philippe,RE,69.8,overcast clouds,-21.36,55.77,"Chambres d'hôte ""La Trinité"""
188,Sao Felix Do Xingu,BR,76.32,light rain,-6.64,-51.99,Apart Hotel Rio Xingu
189,Constitucion,CL,54.3,broken clouds,-35.33,-72.42,Hotel Boutique Las Azucenas
190,Causapscal,CA,42.01,overcast clouds,48.35,-67.23,Auberge La Coulée Douce
191,Am Timan,TD,82.83,overcast clouds,11.03,20.28,Palais du chef Canton Salamt
192,Port Antonio,JM,79.0,shower rain,18.18,-76.46,Trident Hotel
193,Itarema,BR,79.92,clear sky,-2.92,-39.92,Windvillage
194,Baykit,RU,21.74,overcast clouds,61.67,96.37,
195,Codrington,AU,64.92,broken clouds,-38.27,141.97,Codrington Gardens Bed And Breakfast
196,Thunder Bay,CA,28.4,few clouds,48.4,-89.32,Victoria Inn Hotel and Convention Centre
197,Sept-Iles,CA,37.4,overcast clouds,50.2,-66.38,Comfort Inn
198,Krasnaya Gorbatka,RU,39.24,light rain,55.87,41.76,Silvanian-hotel
199,Tiznit,MA,70.16,clear sky,29.58,-9.5,
200,Vostok,RU,29.16,broken clouds,46.49,135.88,
201,Mollendo,PE,63.41,scattered clouds,-17.02,-72.01,Hostal La Casa de Melgar
202,Asyut,EG,71.6,clear sky,27.18,31.18,Florence Hotel Assiut
203,Norman Wells,CA,6.8,few clouds,65.28,-126.83,Heritage Hotel
204,Marawi,PH,75.99,light rain,8.0,124.29,Derogongan Residence
205,Kysyl-Syr,RU,-2.52,scattered clouds,63.9,122.76,
206,Saldanha,ZA,66.2,clear sky,-33.01,17.94,Blue Bay Lodge
207,Caravelas,BR,70.68,overcast clouds,-17.71,-39.25,Pousada dos Navegantes
208,Sisimiut,GL,28.63,overcast clouds,66.94,-53.67,Hotel Sisimiut
209,Umm Kaddadah,SD,81.72,clear sky,13.6,26.69,
210,Sindor,RU,28.76,overcast clouds,62.86,51.89,
211,Ust-Nera,RU,-15.32,scattered clouds,64.57,143.2,Hotel Ust-Nera
212,Alyangula,AU,80.6,clear sky,-13.85,136.42,Groote Eylandt Lodge
213,Esperance,AU,64.4,scattered clouds,-33.87,121.9,Hospitality Esperance
214,Erzin,TR,70.0,light rain,36.96,36.2,Artemis Otel
215,Zhigansk,RU,-0.63,overcast clouds,66.77,123.37,Gostinichnyy Kompleks Aylgy
216,Hithadhoo,MV,83.34,overcast clouds,-0.6,73.08,Scoop Guest House
217,Te Anau,NZ,55.08,overcast clouds,-45.42,167.72,Kingsgate Hotel Te Anau
218,Iskateley,RU,28.69,overcast clouds,67.68,53.15,Hostel Agat
219,Severo-Yeniseyskiy,RU,31.12,overcast clouds,60.37,93.04,Aktolik
220,Dargaville,NZ,72.25,overcast clouds,-35.93,173.88,Parkview Motel
221,Chokurdakh,RU,0.21,light snow,70.63,147.92,
222,Lircay,PE,55.4,overcast clouds,-12.99,-74.72,Hostal Escobar
223,Puerto Leguizamo,CO,74.89,light rain,-0.19,-74.78,la casona de juancho
224,Eucaliptus,BO,56.17,scattered clouds,-17.58,-67.52,Hotel Serrano
225,Kapaa,US,82.4,few clouds,22.08,-159.32,Sheraton Kauai Resort at Coconut Beach
226,Lisala,CD,70.66,overcast clouds,2.15,21.52,
227,Janakpur,NP,71.33,scattered clouds,26.72,85.91,Hotel Sita Palace
228,Verkhnevilyuysk,RU,0.77,few clouds,63.45,120.32,Gostinitsa Mila
229,Strezhevoy,RU,32.0,overcast clouds,60.73,77.59,Sibiryachka
230,Waingapu,ID,81.25,broken clouds,-9.66,120.26,Pondok Wisata Elim
231,Luderitz,,65.8,overcast clouds,-26.65,15.16,LÜDERITZ NEST HOTEL
232,Praia Da Vitoria,PT,64.0,broken clouds,38.73,-27.07,Hotel Branco I
233,Ocos,GT,87.8,shower rain,14.51,-92.19,La Bajadita
234,San Joaquin,US,80.6,clear sky,37.93,-121.3,University Plaza Waterfront Hotel
235,Znamenskoye,RU,32.49,overcast clouds,57.13,73.83,
236,Umm Lajj,SA,77.83,clear sky,25.02,37.27,Moon light Furnished Units
237,Ketchikan,US,53.6,heavy intensity rain,55.34,-131.65,Snows Cove Lodge
238,Rio Bueno,CL,73.4,clear sky,-40.32,-72.97,Hostal Caulle
239,Katsuura,JP,60.8,broken clouds,35.13,140.3,Katsuura Hotel Mikazuki
240,Adwa,ET,59.86,clear sky,14.16,38.9,Maay Assa Hotel
241,Broome,US,42.01,overcast clouds,42.25,-75.83,Chenango Valley State Park
242,Hovd,MN,24.98,clear sky,48.01,91.64,Buyant Hotel
243,Comodoro Rivadavia,AR,77.0,clear sky,-45.87,-67.5,Austral Hotel
244,Ashland,US,34.0,broken clouds,40.82,-82.27,Holiday Inn Express & Suites Ashland
245,Yar-Sale,RU,28.71,overcast clouds,66.83,70.83,Yalemd
246,College,US,3.99,broken clouds,64.86,-147.8,Pike's Waterfront Lodge
247,Havelock,US,66.99,overcast clouds,34.88,-76.9,Sherwood Motel
248,Honningsvag,NO,41.0,few clouds,70.98,25.97,Nordkapp Vandrerhjem
249,Fare,PF,80.83,few clouds,-16.7,-151.02,Maitai Lapita Village Huahine
250,Dinhata,IN,72.75,few clouds,26.13,89.47,Hotel Riya
251,Kavieng,PG,85.69,clear sky,-2.57,150.8,Nusa Island Retreat
252,Virginia Beach,US,61.0,scattered clouds,36.85,-75.98,Hilton Virginia Beach Oceanfront
253,Novobiryusinskiy,RU,29.34,overcast clouds,56.96,97.71,Gostinitsa
254,Oyama,JP,57.2,scattered clouds,36.3,139.8,Toyoko Inn Oyama-eki Higashi-guchi No.1
255,Pitimbu,BR,78.8,few clouds,-7.47,-34.81,Reserva do Abiaí
256,Sapernoye,RU,32.0,clear sky,60.72,29.95,База отдыха «Юность»
257,Zhuanghe,CN,41.68,few clouds,39.7,122.99,Hanting Express Dalian Zhuanghe Qiansheng
258,Hamilton,US,41.0,clear sky,39.18,-84.53,Six Acres Bed & Breakfast
259,Rafai,CF,68.49,overcast clouds,4.95,23.92,
260,Korla,CN,36.0,few clouds,41.76,86.15,Gulisitan Hotel
261,Hofn,IS,36.75,clear sky,64.25,-15.21,Hótel Höfn
262,Udachnyy,RU,5.0,light snow,66.42,112.4,Gostinitsa Vilyuy
263,Nome,US,19.99,clear sky,64.5,-165.41,Dredge 7 Inn
264,Dhidhdhoo,MV,82.2,broken clouds,6.88,73.1,Dhidhoo beach
265,Richards Bay,ZA,63.54,heavy intensity rain,-28.78,32.04,BON Hotel Waterfront Richards Bay
266,Costinesti,RO,48.2,broken clouds,43.95,28.63,Villa Mar Bella
267,Whittlesea,ZA,53.56,broken clouds,-32.18,26.82,Eddie's Nest B&B
268,Atocha,BO,56.05,clear sky,-20.93,-66.23,hotel paseo madrid
269,Villarrica,PY,71.74,clear sky,-25.75,-56.43,Mansión Reljuv Tours SA
270,Henties Bay,,55.0,scattered clouds,-22.12,14.28,Fishermans Guest House
271,Hailar,CN,17.91,snow,49.2,119.7,Holiday Inn & Suites Hulunbuir
272,Mehamn,NO,41.0,clear sky,71.04,27.85,Mehamn Arctic Hotel AS
273,Chikwawa,MW,75.0,scattered clouds,-16.03,34.8,Thawale Lodge
274,Haverfordwest,GB,63.0,overcast clouds,51.8,-4.97,Silverdale Lodge
275,Pombas,CV,77.0,broken clouds,17.15,-25.02,POUSADA O RECANTO
276,Nemuro,JP,56.75,overcast clouds,43.32,145.57,Hotel Nemuro Kaiyoutei
277,Vila Franca Do Campo,PT,62.6,light intensity shower rain,37.72,-25.43,Pestana Bahia Praia
278,Touros,BR,80.6,scattered clouds,-5.2,-35.46,INN NEW HORIZON
279,Sola,VU,84.2,broken clouds,-13.88,167.55,Ulkel Guest House
280,Vardo,NO,41.0,broken clouds,70.37,31.11,Vardø Hotel AS
281,Nantucket,US,57.2,overcast clouds,41.28,-70.1,Jared Coffin House
282,Leh,IN,27.73,few clouds,34.17,77.58,Hotel Ladakh Greens
283,Cortez,US,69.8,clear sky,37.35,-108.59,Sand Canyon National 9 Inn
284,Garden City,US,39.2,broken clouds,42.33,-83.33,Quality Inn & Suites Banquet Center
285,Saint Pete Beach,US,80.6,clear sky,27.73,-82.74,TradeWinds Island Grand Resort
286,Warrington,GB,62.01,shower rain,53.39,-2.58,Villaggio Hotel
287,Murygino,RU,27.97,clear sky,58.74,49.46,Prislon
288,Nicolas Bravo,MX,87.8,broken clouds,18.45,-88.92,
289,Yushu,CN,29.64,clear sky,44.8,126.53,Honorable Institute
290,Yeppoon,AU,78.8,scattered clouds,-23.13,150.73,Villa Mar Colina
291,Zaria,NG,73.42,scattered clouds,11.11,7.72,A.B.U Hotels
292,Anadyr,RU,15.8,light snow,64.75,177.48,"Гостиница ""Анадырь"""
293,Saint-Joseph,RE,69.8,overcast clouds,-21.37,55.62,"""Plantation Bed and Breakfast"
294,Ixtapa,MX,84.99,clear sky,20.7,-105.2,Container Inn Puerto Vallarta
295,Balad,IQ,69.64,clear sky,34.02,44.15,رضاوي زنوبة
296,Tateyama,JP,60.8,broken clouds,34.98,139.87,Tateyama Seaside Hotel
297,Sur,OM,70.23,clear sky,22.57,59.53,Sur Plaza Hotel
298,Shakawe,BW,76.51,broken clouds,-18.37,21.85,Ditlhapi Guest House
299,Taketa,JP,57.99,light rain,32.97,131.38,いっぷく茶屋
300,Markala,ML,78.91,few clouds,13.7,-6.07,Yaya Hôtel
301,Presidencia Roque Saenz Pena,AR,68.67,clear sky,-26.79,-60.44,Hotel Aconcagua
302,Inhambane,MZ,71.04,few clouds,-23.86,35.38,Oceano
303,Seljord,NO,52.0,moderate rain,59.49,8.63,Seljord Hotell
304,Buin,CL,73.4,clear sky,-33.73,-70.75,Paihuen
305,Torbay,CA,37.99,few clouds,47.67,-52.73,Gallows Cove
306,Port Lincoln,AU,71.1,scattered clouds,-34.73,135.87,Port Lincoln Hotel
307,Mahibadhoo,MV,81.88,broken clouds,3.78,72.97,Omadhoo Inn
308,Warwick,US,51.01,mist,41.7,-71.42,Hampton Inn & Suites Providence/Warwick-Airport
309,Axim,GH,78.22,overcast clouds,4.87,-2.24,AXIM BEACH RESORT AND SPA
310,Warmbad,,69.08,clear sky,-28.45,18.73,
311,Ancud,CL,60.01,broken clouds,-41.87,-73.82,Hotel Arena Gruesa
312,Karatau,KZ,37.17,overcast clouds,43.17,70.47,Gor.bol'nitsa
313,Olafsvik,IS,36.79,light rain,64.89,-23.71,Hotel Olafsvik
314,Herne Bay,GB,63.0,overcast clouds,51.37,1.13,Westgrange House Bed and Breakfast
315,Kendari,ID,78.21,overcast clouds,-3.94,122.5,Hotel Wixel
316,Lensk,RU,-1.34,clear sky,60.73,114.93,ТинОрС
317,Haimen,CN,66.2,overcast clouds,23.19,116.61,Jinghao Business Hotel
318,Meulaboh,ID,75.92,overcast clouds,4.14,96.13,Kost Pria
319,Coquimbo,CL,55.4,broken clouds,-29.95,-71.34,Hotel San Juan
320,Toora-Khem,RU,19.65,clear sky,52.47,96.11,
321,Mayumba,GA,75.0,light rain,-3.43,10.66,LIKWALE LODGE
322,Lata,PT,66.0,overcast clouds,40.16,-8.33,Casa Maquia
323,Patuli,IN,76.05,overcast clouds,23.55,88.25,Jalangi Agro Project
324,Skibbereen,IE,57.2,light intensity drizzle,51.55,-9.27,The West Cork Hotel
325,Bobon,PH,78.28,light rain,12.52,124.56,Binang and Cadio Resort
326,Lethem,GY,84.16,overcast clouds,3.38,-59.8,Savannah Inn
327,Taoudenni,ML,80.49,overcast clouds,22.68,-3.98,
328,San Vicente,AR,63.59,scattered clouds,-26.62,-54.13,Complejo Turístico Farelluk
329,Fukue,JP,66.02,overcast clouds,32.69,128.84,Goto Guesthouse Utojuku & SA Car Rental
330,Tucurui,BR,84.11,light rain,-3.77,-49.67,BBB Rooms Centro Tucurui PA
